Ingredient,Substitute,Context,Equivalent
filé powder,1 ounce corn starch,"The category is: American Herbs. This powder is made from the same sassfras tree leaves that used to give root beer its distinctive flavor, back in the days before artificial flavorings. Southerners add filé to their gumbos to thicken and flavor them.  The powder gets stringy when it's heated, so add it only after you've removed the gumbo from the heat source.  Filé also doesn't reheat well, so add it only to the gumbo that you're planning to eat right away. This is another thickener, but it lacks filé's distinctive root beer-like flavor.",1 ounce filé powder
Filipino noodles,1 pound pancit Canton,"The category is: Asian Noodles. In their soups and stir-fries, Filipinos like to use pancit canton, yellow noodles made of wheat flour and coconut oil.  Slippery cornstarch noodles (called pancit luglug), are used in soups and salads.",1 pound Filipino noodles
Filipino noodles,1 pound pancit Canton,"The category is: Asian Noodles. In their soups and stir-fries, Filipinos like to use pancit canton, yellow noodles made of wheat flour and coconut oil.  Slippery cornstarch noodles (called pancit luglug), are used in soups and salads.",1 pound Filipino noodles
Filipino noodles,1 pound vermicelli,"The category is: Asian Noodles. In their soups and stir-fries, Filipinos like to use pancit canton, yellow noodles made of wheat flour and coconut oil.  Slippery cornstarch noodles (called pancit luglug), are used in soups and salads.",1 pound Filipino noodles
fine salt,1 teaspoon coarse salt,"The category is: Salt. This is salt that's been ground into small grains.  Most recipes calling for salt intend for you to use finely ground salt, though coarse salt is better for certain things, like making beds for oysters and salt crusts on meat or fish, or for lining baking dishes or the rims of margarita glasses.  Table salt usually comes finely ground. Grind it using a salt mill, mortar & pestle, or rolling pin.",1 teaspoon fine salt
fines herbes,1 ounce parsley + 1 ounce chervil + 1 ounce chives + 1 ounce tarragon,The category is: European Herb & Spice Mixes.,4 ounces fines herbes
fines herbes,1 ounce chives + 1 ounce chervil,The category is: European Herb & Spice Mixes.,2 ounces fines herbes
fingerling potato,1 pound new potatoes,"The category is: Potatoes. There are many varieties of these small, finger-shaped potatoes, but they all tend to be low in starch, and great for roasting or making potato salads.",1 pound fingerling potato
fingerroot,1 pound lesser galangal,The category is: Ginger & Other Rhizomes. This ginger relative is popular in Thailand. It resembles long fingers jutting from a hand.,1 pound fingerroot
fingerroot,1 pound galangal,The category is: Ginger & Other Rhizomes. This ginger relative is popular in Thailand. It resembles long fingers jutting from a hand. sharper flavor,1 pound fingerroot
fingerroot,1 pound ginger root,The category is: Ginger & Other Rhizomes. This ginger relative is popular in Thailand. It resembles long fingers jutting from a hand.,1 pound fingerroot
Finnan Haddie,1 pound sturgeon smoked,The category is: Smoked & Dried Fish.,1 pound Finnan Haddie
Finnan Haddie,1 pound smoked salmon,The category is: Smoked & Dried Fish.,1 pound Finnan Haddie
fire extinguisher,1 each baking soda,The category is: Other Equipment. A fire extinguisher should be readily available in the kitchen. It should be rated for grease fires. It can be dangerous to try to put out a grease fire with water. Shake it on the fire. It releases carbon dioxide depriving the fire of oxygen. It can work if the fire is small. The fire extinguisher is by far the best option.,1 each fire extinguisher
firm tofu,1 pound extra-firm tofu,"The category is: Soy Products. Choose this style of tofu if you want to cut it into cubes for stir-frying or crumble it into salads.  Rinse and drain the tofu before you use it.  Tofu will absorb more flavors and hold its shape better if you press out some of the water before marinating or cooking it.  To do so, place the tofu on several layers of paper towels or cheesecloth, cover it with plastic wrap, and put something heavy on it.  Do this for at least an hour, or put the whole assembly in a pan and set it in the refrigerator overnight.  Store tofu in the refrigerator, changing the water daily, and use it within a week.  Freezing firm tofu will make it chewier and give it a meatier texture.    Look for cakes of it in plastic tubs in the refrigerated sections of supermarkets and health food stores.",1 pound firm tofu
firm tofu,1 pound regular tofu,"The category is: Soy Products. Choose this style of tofu if you want to cut it into cubes for stir-frying or crumble it into salads.  Rinse and drain the tofu before you use it.  Tofu will absorb more flavors and hold its shape better if you press out some of the water before marinating or cooking it.  To do so, place the tofu on several layers of paper towels or cheesecloth, cover it with plastic wrap, and put something heavy on it.  Do this for at least an hour, or put the whole assembly in a pan and set it in the refrigerator overnight.  Store tofu in the refrigerator, changing the water daily, and use it within a week.  Freezing firm tofu will make it chewier and give it a meatier texture.    Look for cakes of it in plastic tubs in the refrigerated sections of supermarkets and health food stores.",1 pound firm tofu
firm tofu,1 pound pressed tofu,"The category is: Soy Products. Choose this style of tofu if you want to cut it into cubes for stir-frying or crumble it into salads.  Rinse and drain the tofu before you use it.  Tofu will absorb more flavors and hold its shape better if you press out some of the water before marinating or cooking it.  To do so, place the tofu on several layers of paper towels or cheesecloth, cover it with plastic wrap, and put something heavy on it.  Do this for at least an hour, or put the whole assembly in a pan and set it in the refrigerator overnight.  Store tofu in the refrigerator, changing the water daily, and use it within a week.  Freezing firm tofu will make it chewier and give it a meatier texture.    Look for cakes of it in plastic tubs in the refrigerated sections of supermarkets and health food stores.",1 pound firm tofu
firm tofu,1 pound atsu-age,"The category is: Soy Products. Choose this style of tofu if you want to cut it into cubes for stir-frying or crumble it into salads.  Rinse and drain the tofu before you use it.  Tofu will absorb more flavors and hold its shape better if you press out some of the water before marinating or cooking it.  To do so, place the tofu on several layers of paper towels or cheesecloth, cover it with plastic wrap, and put something heavy on it.  Do this for at least an hour, or put the whole assembly in a pan and set it in the refrigerator overnight.  Store tofu in the refrigerator, changing the water daily, and use it within a week.  Freezing firm tofu will make it chewier and give it a meatier texture.    Look for cakes of it in plastic tubs in the refrigerated sections of supermarkets and health food stores.",1 pound firm tofu
firm tofu,1 pound paneer cheese,"The category is: Soy Products. Choose this style of tofu if you want to cut it into cubes for stir-frying or crumble it into salads.  Rinse and drain the tofu before you use it.  Tofu will absorb more flavors and hold its shape better if you press out some of the water before marinating or cooking it.  To do so, place the tofu on several layers of paper towels or cheesecloth, cover it with plastic wrap, and put something heavy on it.  Do this for at least an hour, or put the whole assembly in a pan and set it in the refrigerator overnight.  Store tofu in the refrigerator, changing the water daily, and use it within a week.  Freezing firm tofu will make it chewier and give it a meatier texture.    Look for cakes of it in plastic tubs in the refrigerated sections of supermarkets and health food stores.",1 pound firm tofu
firm tofu,1 pound chicken,"The category is: Soy Products. Choose this style of tofu if you want to cut it into cubes for stir-frying or crumble it into salads.  Rinse and drain the tofu before you use it.  Tofu will absorb more flavors and hold its shape better if you press out some of the water before marinating or cooking it.  To do so, place the tofu on several layers of paper towels or cheesecloth, cover it with plastic wrap, and put something heavy on it.  Do this for at least an hour, or put the whole assembly in a pan and set it in the refrigerator overnight.  Store tofu in the refrigerator, changing the water daily, and use it within a week.  Freezing firm tofu will make it chewier and give it a meatier texture.    Look for cakes of it in plastic tubs in the refrigerated sections of supermarkets and health food stores. in stir fries",1 pound firm tofu
firm tofu,1 pound feta,"The category is: Soy Products. Choose this style of tofu if you want to cut it into cubes for stir-frying or crumble it into salads.  Rinse and drain the tofu before you use it.  Tofu will absorb more flavors and hold its shape better if you press out some of the water before marinating or cooking it.  To do so, place the tofu on several layers of paper towels or cheesecloth, cover it with plastic wrap, and put something heavy on it.  Do this for at least an hour, or put the whole assembly in a pan and set it in the refrigerator overnight.  Store tofu in the refrigerator, changing the water daily, and use it within a week.  Freezing firm tofu will make it chewier and give it a meatier texture.    Look for cakes of it in plastic tubs in the refrigerated sections of supermarkets and health food stores. in salads",1 pound firm tofu
fischietti,1 pound soup pasta,The category is: Soup Pasta.,1 pound fischietti
fish balls,1 pound kamaboko,The category is: Smoked & Dried Fish.,1 pound fish balls
fish broth,1 cup clam juice,"The category is: Stocks, Broths & Gravies. saltier",1 cup fish broth
fish paste,1 pound anchovy paste,The category is: Smoked & Dried Fish.,1 pound fish paste
fish paste,1 pound fish sauce,The category is: Smoked & Dried Fish.,1 pound fish paste
fish sauce,1 cup nuoc cham,"The category is: Asian condiments. Fish sauce is typically made from anchovies or other small fish fermented in salt. It is used to flavor many dishes. It is very common in Asian cooking. The romans called it Garum and it was a widely used flavoring in Roman times. Filipino fish sauce that isn't as highly regarded as the Vietnamese or Thai versions, and shottsuru, a Japanese fish sauce. Red Boat, a Vietnamese fish sauce, is thought to be very similar to garum.",1 cup fish sauce
fish sauce,1 cup soy sauce,"The category is: Asian condiments. Fish sauce is typically made from anchovies or other small fish fermented in salt. It is used to flavor many dishes. It is very common in Asian cooking. The romans called it Garum and it was a widely used flavoring in Roman times. Filipino fish sauce that isn't as highly regarded as the Vietnamese or Thai versions, and shottsuru, a Japanese fish sauce. Red Boat, a Vietnamese fish sauce, is thought to be very similar to garum.",1 cup fish sauce
fish sauce,0.5 ounces anchovy paste,"The category is: Asian condiments. Fish sauce is typically made from anchovies or other small fish fermented in salt. It is used to flavor many dishes. It is very common in Asian cooking. The romans called it Garum and it was a widely used flavoring in Roman times. Filipino fish sauce that isn't as highly regarded as the Vietnamese or Thai versions, and shottsuru, a Japanese fish sauce. Red Boat, a Vietnamese fish sauce, is thought to be very similar to garum.",1 ounce fish sauce
fish sauce,1.25 cups water + 2 cloves garlic bruised + 2 ounces anchovies + 1 cup soy sauce light + 0.5 teaspoons dark brown sugar + 0.25 teaspoons Salt,"The category is: Asian condiments. Fish sauce is typically made from anchovies or other small fish fermented in salt. It is used to flavor many dishes. It is very common in Asian cooking. The romans called it Garum and it was a widely used flavoring in Roman times. Filipino fish sauce that isn't as highly regarded as the Vietnamese or Thai versions, and shottsuru, a Japanese fish sauce. Red Boat, a Vietnamese fish sauce, is thought to be very similar to garum. Simmer for 10 minutes. Adapted from a recipe in the All Around the World Cookbook by Sheila Lukins.",1 cup fish sauce
fish sauce,4 ounces anchovies + 1 ounce soy sauce,"The category is: Asian condiments. Fish sauce is typically made from anchovies or other small fish fermented in salt. It is used to flavor many dishes. It is very common in Asian cooking. The romans called it Garum and it was a widely used flavoring in Roman times. Filipino fish sauce that isn't as highly regarded as the Vietnamese or Thai versions, and shottsuru, a Japanese fish sauce. Red Boat, a Vietnamese fish sauce, is thought to be very similar to garum. Combine and simmer for ten minutes. Adapted from a recipe in Substituting Ingredients by Becky Sue Epstein and Hilary Dole Klein.",5 ounces fish sauce
fish sauce,1 cup water + 2 ounces anchovies One small tin + 2 tablespoons soy sauce,"The category is: Asian condiments. Fish sauce is typically made from anchovies or other small fish fermented in salt. It is used to flavor many dishes. It is very common in Asian cooking. The romans called it Garum and it was a widely used flavoring in Roman times. Filipino fish sauce that isn't as highly regarded as the Vietnamese or Thai versions, and shottsuru, a Japanese fish sauce. Red Boat, a Vietnamese fish sauce, is thought to be very similar to garum. Soak anchovies from one small can (about 14 fillets) in 1 C water, strain, then add 2 tablespoons soy sauce. See also the RecipeSource.com posting Fish Sauce (Nuoc Mam) which discusses the best Vietnamese fish sauce brands.",3 ounces fish sauce
fish stock,1 cup water + 1 cup chicken broth,"The category is: Stocks, Broths & Gravies.",2 cups fish stock
fish stock,1 cup clam juice,"The category is: Stocks, Broths & Gravies. saltier",1 cup fish stock
flageolet bean,1 pound Great Northern bean,"The category is: Dry Beans. The French make good use of this small, creamy bean, often serving it with lamb.",1 pound flageolet bean
flame seedless grapes,1 pound Thompson seedless grapes,The category is: Table Grapes. These are common and popular red seedless grapes.,1 pound flame seedless grapes
flame seedless grapes,1 pound crimson seedless grapes,The category is: Table Grapes. These are common and popular red seedless grapes.,1 pound flame seedless grapes
flavored syrups,1 cup liqueur,"The category is: Other Liquid Sweeteners. These are often used to flavor Italian sodas or coffee. They come in dozens of flavors, but some of the most popular are vanilla, almond, raspberry, Irish cream, and hazelnut. Popular brands include d'Arbo, Monin, and Torani. To make your own: Make a simple syrup with equal parts sugar and water, then add flavored extract to taste. Store in the refrigerator.",1 cup flavored syrups
flavored syrups,1 cup fruit syrup,"The category is: Other Liquid Sweeteners. These are often used to flavor Italian sodas or coffee. They come in dozens of flavors, but some of the most popular are vanilla, almond, raspberry, Irish cream, and hazelnut. Popular brands include d'Arbo, Monin, and Torani. To make your own: Make a simple syrup with equal parts sugar and water, then add flavored extract to taste. Store in the refrigerator. syrup from cans of fruit packed in heavy syrup",1 cup flavored syrups
flavoring oils,4 teaspoons extracts,"The category is: Extracts and Flavoring Oils. These are highly concentrated essences of a wide variety of flavors, like cinnamon, anise, bitter almonds, and peppermint. They're often used to make hard candies and lip glosses, but they also make excellent substitutes for extracts--just use much less than the recipe calls for. Look for flavoring oils near the spices in large supermarkets or in candy supply stores or pharmacies. You can store them indefinitely in a cool, dark place. Extracts evaporate easily, and therefore can't withstand high heat or prolonged cooking.   Four units of extract is roughly equivalent to one unit of flavoring oil, but this may vary according to the products used.   Begin by substituting two units of extract per unit of flavoring oil, then add more extract until you're satisfied with the flavor.",1 teaspoon flavoring oils
flounder,1 pound sole,The category is: Flatfish.,1 pound flounder
flounder,1 pound orange roughy,The category is: Flatfish.,1 pound flounder
flounder,1 pound cod,The category is: Flatfish.,1 pound flounder
flounder,1 pound haddock,The category is: Flatfish.,1 pound flounder
flour,1 pound sorghum flour,"The category is: Grain Forms. Flours are made from grains or nuts that are finely ground to a powdery consistency.  They're used to make breads and other baked goods, but they also serve to thicken stews and sauces and to coat foods about to be fried.",1 pound flour
flour,1 pound corn starch,"The category is: Grain Forms. Flours are made from grains or nuts that are finely ground to a powdery consistency.  They're used to make breads and other baked goods, but they also serve to thicken stews and sauces and to coat foods about to be fried. as a thickner",1 pound flour
flour,1 pound arrowroot starch,"The category is: Grain Forms. Flours are made from grains or nuts that are finely ground to a powdery consistency.  They're used to make breads and other baked goods, but they also serve to thicken stews and sauces and to coat foods about to be fried. as a thickner",1 pound flour
flour tortilla,1 pound corn tortilla,"The category is: Food Wrappers. These thin flour wraps from northern Mexico are used to make burritos, chimichangas, fajitas and other Mexican dishes.  They're more pliable than corn tortillas, so they're a good choice if you need to roll or fold the tortillas before cooking them.  Flour tortillas come in different sizes, including small, thick ""fajita tortillas"" to large, thin ""burrito tortillas."" These are lower in fat and less pliable.  If using these to make enchiladas, soften them by dipping in warm chicken stock before rolling them",1 pound flour tortilla
flour tortilla,1 pound chapati,"The category is: Food Wrappers. These thin flour wraps from northern Mexico are used to make burritos, chimichangas, fajitas and other Mexican dishes.  They're more pliable than corn tortillas, so they're a good choice if you need to roll or fold the tortillas before cooking them.  Flour tortillas come in different sizes, including small, thick ""fajita tortillas"" to large, thin ""burrito tortillas.""",1 pound flour tortilla
flowering chives,1 cup garlic greens,The category is: Asian Herbs. These come from the same plant as Chinese chives. They're usually marketed and cooked before the buds open.,1 cup flowering chives
flowering chives,1 cup Chinese chives,The category is: Asian Herbs. These come from the same plant as Chinese chives. They're usually marketed and cooked before the buds open.,1 cup flowering chives
flowering kale,1 pound kale,"The category is: Cooking Greens. This is a beautiful cabbage used more often as a garnish than as a vegetable. tastier, but not as pretty",1 pound flowering kale
flowering kale,1 pound collard greens,The category is: Cooking Greens. This is a beautiful cabbage used more often as a garnish than as a vegetable.,1 pound flowering kale
flying fish roe,1 pound capelin roe,The category is: Caviar & Roe. These fluorescent orange eggs are wonderfully crunchy and flavorful. The Japanese are particularly fond of them.,1 pound flying fish roe
flying fish roe,1 pound golden caviar,The category is: Caviar & Roe. These fluorescent orange eggs are wonderfully crunchy and flavorful. The Japanese are particularly fond of them.,1 pound flying fish roe
flying fish roe,1 pound salmon roe,The category is: Caviar & Roe. These fluorescent orange eggs are wonderfully crunchy and flavorful. The Japanese are particularly fond of them.,1 pound flying fish roe
flying fish roe,1 pound trout caviar,The category is: Caviar & Roe. These fluorescent orange eggs are wonderfully crunchy and flavorful. The Japanese are particularly fond of them.,1 pound flying fish roe
foam cakes,1 pound shortened cakes,"The category is: Cakes. This is a category of cakes that are made with lots of stiffly beaten egg whites, which makes them light and airy. They tend to be lower in fat than shortened cakes. Examples include angel food cake, sponge cake, and génoise.",1 pound foam cakes
focaccia,1 pound fougasse,"The cuisine is: Italian. The category is: Flatbreads. A focaccio is an Italian flatbread that resembles a pizza crust without the topping. Many cooks top it with cheese, onions, herbs, eggplant slices, and other ingredients before baking it, but you can also serve it plain.",1 pound focaccia
focaccia,1 pound baked pizza crust,"The cuisine is: Italian. The category is: Flatbreads. A focaccio is an Italian flatbread that resembles a pizza crust without the topping. Many cooks top it with cheese, onions, herbs, eggplant slices, and other ingredients before baking it, but you can also serve it plain.",1 pound focaccia
focaccia,1 pound bread dough,"The cuisine is: Italian. The category is: Flatbreads. A focaccio is an Italian flatbread that resembles a pizza crust without the topping. Many cooks top it with cheese, onions, herbs, eggplant slices, and other ingredients before baking it, but you can also serve it plain. roll flat before baking",1 pound focaccia
foie gras entier,1 pound pâté de foie gras,"The category is: Cold Cuts. This pricey French delicacy is simply goose or duck liver that's been lightly cooked. When aged, it becomes very rich and flavorful. Goose livers are tastier and more expensive than duck livers. Some people refuse to eat foie gras because the animals are force-fed to enlarge their livers.",1 pound foie gras entier
fonio,1 pound millet,The category is: Other Grains. Fonio is a grass similar to millet. It is an important grain in the dry areas of sub-Saharan Africa.,1 pound fonio
fonio,1 pound black fonio,The category is: Other Grains. Fonio is a grass similar to millet. It is an important grain in the dry areas of sub-Saharan Africa.,1 pound fonio
fontina,1 pound Gruyere,"The category is: Semi-Firm Cheeses. This well-regarded cow's milk cheese is mild but interesting, and it's a good melter.",1 pound fontina
fontina,1 pound Emmental,"The category is: Semi-Firm Cheeses. This well-regarded cow's milk cheese is mild but interesting, and it's a good melter.",1 pound fontina
fontina,1 pound Beaufort,"The category is: Semi-Firm Cheeses. This well-regarded cow's milk cheese is mild but interesting, and it's a good melter.",1 pound fontina
fontina,1 pound Edam,"The category is: Semi-Firm Cheeses. This well-regarded cow's milk cheese is mild but interesting, and it's a good melter.",1 pound fontina
fontina,1 pound Gouda,"The category is: Semi-Firm Cheeses. This well-regarded cow's milk cheese is mild but interesting, and it's a good melter.",1 pound fontina
fontina,1 pound Bel Paese,"The category is: Semi-Firm Cheeses. This well-regarded cow's milk cheese is mild but interesting, and it's a good melter.",1 pound fontina
fontina,1 pound Appenzell,"The category is: Semi-Firm Cheeses. This well-regarded cow's milk cheese is mild but interesting, and it's a good melter.",1 pound fontina
fontina,1 pound provolone,"The category is: Semi-Firm Cheeses. This well-regarded cow's milk cheese is mild but interesting, and it's a good melter.",1 pound fontina
food processor,1 each blender,"The category is: Mashing, Grating, Grinding & Mixing Tools.",1 each food processor
fork,1 each tongs,The category is: Extracting & Straining Tools.,1 each fork
Fortified Wine,1 bottle sparkling wine,"The category is: Fortified Wine. These are wines that have been fortified with brandy and sometimes flavored with herbs, roots, peels, and spices.  The most popular examples are sherry, Madeira, Marsala, port, and vermouth.  Fortified wines are often used in cooking, or they're served as apéritifs or dessert wines. as an apéritif",1 bottle Fortified Wine
Fortified Wine,1 bottle Dessert Wine,"The category is: Fortified Wine. These are wines that have been fortified with brandy and sometimes flavored with herbs, roots, peels, and spices.  The most popular examples are sherry, Madeira, Marsala, port, and vermouth.  Fortified wines are often used in cooking, or they're served as apéritifs or dessert wines.",1 bottle Fortified Wine
fougasse,1 pound focaccia,The cuisine is: French. The category is: Flatbreads. This is the French version of Italy's focaccia.,1 pound fougasse
fougasse,1 pound baked pizza crust,The cuisine is: French. The category is: Flatbreads. This is the French version of Italy's focaccia.,1 pound fougasse
Fourme d'Ambert,1 pound Saint Agur cheese,The category is: Blue Cheeses. The French claim to have been making this moist cow's milk blue cheese since the time of the Ancient Romans. It's cheaper and milder than many blue cheeses.,1 pound Fourme d'Ambert
Fourme d'Ambert,1 pound Cambozola,The category is: Blue Cheeses. The French claim to have been making this moist cow's milk blue cheese since the time of the Ancient Romans. It's cheaper and milder than many blue cheeses.,1 pound Fourme d'Ambert
Fourme d'Ambert,1 pound Cashel Bleu,The category is: Blue Cheeses. The French claim to have been making this moist cow's milk blue cheese since the time of the Ancient Romans. It's cheaper and milder than many blue cheeses.,1 pound Fourme d'Ambert
Fourme d'Ambert,1 pound Stilton cheese,The category is: Blue Cheeses. The French claim to have been making this moist cow's milk blue cheese since the time of the Ancient Romans. It's cheaper and milder than many blue cheeses.,1 pound Fourme d'Ambert
Fourme d'Ambert,1 pound Bleu d'Auvergne,The category is: Blue Cheeses. The French claim to have been making this moist cow's milk blue cheese since the time of the Ancient Romans. It's cheaper and milder than many blue cheeses.,1 pound Fourme d'Ambert
Fourme d'Ambert,1 pound Bleu de Gex,The category is: Blue Cheeses. The French claim to have been making this moist cow's milk blue cheese since the time of the Ancient Romans. It's cheaper and milder than many blue cheeses.,1 pound Fourme d'Ambert
fraises des bois,1 pound strawberry,"The category is: Berries. These small, wild strawberries are either white or red, and have a very intense flavor.",1 pound fraises des bois
framboise,1 ounce kirsch,"The category is: Brandy. This is a clear French fruit brandy that's made with raspberries.  Don't confuse this with framboise liqueur, which is sweeter, or with framboise syrup, which is a non-alcoholic raspberry flavoring.",1 ounce framboise
framboise,1 ounce raspberry liqueur,"The category is: Brandy. This is a clear French fruit brandy that's made with raspberries.  Don't confuse this with framboise liqueur, which is sweeter, or with framboise syrup, which is a non-alcoholic raspberry flavoring. sweeter",1 ounce framboise
framboise,1 ounce framboise syrup,"The category is: Brandy. This is a clear French fruit brandy that's made with raspberries.  Don't confuse this with framboise liqueur, which is sweeter, or with framboise syrup, which is a non-alcoholic raspberry flavoring. sweeter, non-alcoholic, and cheaper",1 ounce framboise
Frangelico,1 pint hazelnut liqueur,The category is: Nut Liqueurs. This is a popular brand of hazelnut liqueur.,1 pint Frangelico
Frangelico,1 pint walnut liqueur,The category is: Nut Liqueurs. This is a popular brand of hazelnut liqueur.,1 pint Frangelico
Frangelico,1 pint amaretto,The category is: Nut Liqueurs. This is a popular brand of hazelnut liqueur.,1 pint Frangelico
Frangelico,1 pint brandy,The category is: Nut Liqueurs. This is a popular brand of hazelnut liqueur.,1 pint Frangelico
free-range chicken,1 pound turkey,"The category is: Poultry. Tastier and more humanely raised, but tougher and more expensive. Cuts include halves = splits, which are broiler-fryers cut in half; breast halves = breast splits; breast quarters, which include the breast, wing, and back; drumsticks, which are the part of leg below the knee; drummettes, which are the meatiest wing section; and leg quarters, which include the drumstick and thigh. Cut-up chickens are broiler-fryers that are cut up and packaged with two breast halves, two thighs, two drumsticks, and two wings.",1 pound free-range chicken
free-range chicken,1 pound pheasant,"The category is: Poultry. Tastier and more humanely raised, but tougher and more expensive. Cuts include halves = splits, which are broiler-fryers cut in half; breast halves = breast splits; breast quarters, which include the breast, wing, and back; drumsticks, which are the part of leg below the knee; drummettes, which are the meatiest wing section; and leg quarters, which include the drumstick and thigh. Cut-up chickens are broiler-fryers that are cut up and packaged with two breast halves, two thighs, two drumsticks, and two wings. more expensive",1 pound free-range chicken
free-range chicken,1 pound goose,"The category is: Poultry. Tastier and more humanely raised, but tougher and more expensive. Cuts include halves = splits, which are broiler-fryers cut in half; breast halves = breast splits; breast quarters, which include the breast, wing, and back; drumsticks, which are the part of leg below the knee; drummettes, which are the meatiest wing section; and leg quarters, which include the drumstick and thigh. Cut-up chickens are broiler-fryers that are cut up and packaged with two breast halves, two thighs, two drumsticks, and two wings. don't stuff",1 pound free-range chicken
free-range chicken,1 pound extra-firm tofu,"The category is: Poultry. Tastier and more humanely raised, but tougher and more expensive. Cuts include halves = splits, which are broiler-fryers cut in half; breast halves = breast splits; breast quarters, which include the breast, wing, and back; drumsticks, which are the part of leg below the knee; drummettes, which are the meatiest wing section; and leg quarters, which include the drumstick and thigh. Cut-up chickens are broiler-fryers that are cut up and packaged with two breast halves, two thighs, two drumsticks, and two wings.",1 pound free-range chicken
free-range chicken,1 pound scallop,"The category is: Poultry. Tastier and more humanely raised, but tougher and more expensive. Cuts include halves = splits, which are broiler-fryers cut in half; breast halves = breast splits; breast quarters, which include the breast, wing, and back; drumsticks, which are the part of leg below the knee; drummettes, which are the meatiest wing section; and leg quarters, which include the drumstick and thigh. Cut-up chickens are broiler-fryers that are cut up and packaged with two breast halves, two thighs, two drumsticks, and two wings.",1 pound free-range chicken
free-range chicken,1 pound shrimp,"The category is: Poultry. Tastier and more humanely raised, but tougher and more expensive. Cuts include halves = splits, which are broiler-fryers cut in half; breast halves = breast splits; breast quarters, which include the breast, wing, and back; drumsticks, which are the part of leg below the knee; drummettes, which are the meatiest wing section; and leg quarters, which include the drumstick and thigh. Cut-up chickens are broiler-fryers that are cut up and packaged with two breast halves, two thighs, two drumsticks, and two wings.",1 pound free-range chicken
fregola,1 pound couscous,"The category is: Other Pasta. This Sardinian specialty is thought to be an ancestor of modern pasta.  It consists of small, chewy balls made from coarsely ground semolina.  It can be used as a bed for sauces, but it's also terrific in soups.",1 pound fregola
fregola,1 pound soup pasta,"The category is: Other Pasta. This Sardinian specialty is thought to be an ancestor of modern pasta.  It consists of small, chewy balls made from coarsely ground semolina.  It can be used as a bed for sauces, but it's also terrific in soups.",1 pound fregola
French andouille sausage,1 pound andouillette,"The cuisine is: French. The category is: Sausages. This is a French sausage made of tripe that has waned in popularity over the years as people have come to afford better cuts of meat. When formed into smaller links, it's called andouillette. Smaller",1 pound French andouille sausage
French andouille sausage,1 pound Italian sausage sweet,"The cuisine is: French. The category is: Sausages. This is a French sausage made of tripe that has waned in popularity over the years as people have come to afford better cuts of meat. When formed into smaller links, it's called andouillette.",1 pound French andouille sausage
French bread,1 pound Italian bread,"The category is: Breads. This is the traditional French bread that has a hard, dark brown crust and many large air pockets.  The baguette = baguet  (bah-GET) is the standard tube-shaped French bread, about two feet long.  The bâtarde = batarde  (buh-TARD) is a bit larger than a baguette, while the baton (bah-TOH), is a bit smaller, and the ficelle (fee-SELL) is much narrower. Usually shorter and rounder than French bread.",1 pound French bread
French Colombard,1 bottle Chenin blanc,The cuisine is: French. The category is: White Wine. This is a variety of grape that's often made into white jug wine.,1 bottle French Colombard
French green lentils,1 pound beluga lentil,"The category is: Lentils. These choice lentils were originally grown in the volcanic soils of Puy in France, but now they're also grown in North America and Italy.  They're especially good in salads since they remain firm after cooking and have a rich flavor.  They cook a bit slower than other lentils.",1 pound French green lentils
French green lentils,1 pound brown lentil,"The category is: Lentils. These choice lentils were originally grown in the volcanic soils of Puy in France, but now they're also grown in North America and Italy.  They're especially good in salads since they remain firm after cooking and have a rich flavor.  They cook a bit slower than other lentils. These don't hold their shape as well as French green lentils.",1 pound French green lentils
French green lentils,1 pound masoor,"The category is: Lentils. These choice lentils were originally grown in the volcanic soils of Puy in France, but now they're also grown in North America and Italy.  They're especially good in salads since they remain firm after cooking and have a rich flavor.  They cook a bit slower than other lentils.",1 pound French green lentils
French sea salt,1 teaspoon sea salt,"The category is: Salt. This expensive French salt comes from sea water that's pooled into basins and then evaporated.  Unlike most American sea salts, it's unrefined, so it retains more of the minerals that naturally occur in seawater.  There are several varieties.  Gray salt = grey salt = sel gris gets its color from the clay lining the basins.  La fleur de sel (the flower of the salt) is whiter, but has a similar flavor.

That trendy gourmets are willing to shell out $5 for a small packet of French sea salt drives chemists crazy, since almost all of it is just plain salt, sodium chloride, NaCl.   Salt aficionados counter that French sea salt has a much softer and fresher flavor than ordinary table salt, and that the difference is worth it.

These salts comes either coarsely or finely ground.  Since salt is an inorganic mineral, there's no point in grinding large crystals with a salt mill so they'll be ""fresh.""  Salt, unlike pepper and spices, never goes stale. It's best to use these salts after the food is cooked, or their subtleties will be lost.",1 teaspoon French sea salt
French sea salt,1 teaspoon kosher salt,"The category is: Salt. This expensive French salt comes from sea water that's pooled into basins and then evaporated.  Unlike most American sea salts, it's unrefined, so it retains more of the minerals that naturally occur in seawater.  There are several varieties.  Gray salt = grey salt = sel gris gets its color from the clay lining the basins.  La fleur de sel (the flower of the salt) is whiter, but has a similar flavor.

That trendy gourmets are willing to shell out $5 for a small packet of French sea salt drives chemists crazy, since almost all of it is just plain salt, sodium chloride, NaCl.   Salt aficionados counter that French sea salt has a much softer and fresher flavor than ordinary table salt, and that the difference is worth it.

These salts comes either coarsely or finely ground.  Since salt is an inorganic mineral, there's no point in grinding large crystals with a salt mill so they'll be ""fresh.""  Salt, unlike pepper and spices, never goes stale. It's best to use these salts after the food is cooked, or their subtleties will be lost.",1 teaspoon French sea salt
